Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT2,PM2.5,17/09/2018 16:00,,ug m-3,R
CT2,PM2.5,17/09/2018 16:15,,ug m-3,R
CT2,PM2.5,17/09/2018 16:30,,ug m-3,R
CT2,PM2.5,17/09/2018 16:45,,ug m-3,R
CT2,PM2.5,17/09/2018 17:00,,ug m-3,R
CT2,PM2.5,17/09/2018 17:15,,ug m-3,R
CT2,PM2.5,17/09/2018 17:30,,ug m-3,R
CT2,PM2.5,17/09/2018 17:45,,ug m-3,R
CT2,PM2.5,17/09/2018 18:00,,ug m-3,R
CT2,PM2.5,17/09/2018 18:15,,ug m-3,R
CT2,PM2.5,17/09/2018 18:30,,ug m-3,R
CT2,PM2.5,17/09/2018 18:45,,ug m-3,R
CT2,PM2.5,17/09/2018 19:00,,ug m-3,R
CT2,PM2.5,17/09/2018 19:15,,ug m-3,R
CT2,PM2.5,17/09/2018 19:30,,ug m-3,R
CT2,PM2.5,17/09/2018 19:45,,ug m-3,R
CT2,PM2.5,17/09/2018 20:00,,ug m-3,R
CT2,PM2.5,17/09/2018 20:15,,ug m-3,R
CT2,PM2.5,17/09/2018 20:30,,ug m-3,R
CT2,PM2.5,17/09/2018 20:45,,ug m-3,R
CT2,PM2.5,17/09/2018 21:00,,ug m-3,R
CT2,PM2.5,17/09/2018 21:15,,ug m-3,R
CT2,PM2.5,17/09/2018 21:30,,ug m-3,R
CT2,PM2.5,17/09/2018 21:45,,ug m-3,R
CT2,PM2.5,17/09/2018 22:00,,ug m-3,R
CT2,PM2.5,17/09/2018 22:15,,ug m-3,R
CT2,PM2.5,17/09/2018 22:30,,ug m-3,R
CT2,PM2.5,17/09/2018 22:45,,ug m-3,R
CT2,PM2.5,17/09/2018 23:00,,ug m-3,R
CT2,PM2.5,17/09/2018 23:15,,ug m-3,R
CT2,PM2.5,17/09/2018 23:30,,ug m-3,R
CT2,PM2.5,17/09/2018 23:45,,ug m-3,R
CT2,PM2.5,18/09/2018 00:00,,ug m-3,R
CT2,PM2.5,18/09/2018 00:15,,ug m-3,R
CT2,PM2.5,18/09/2018 00:30,,ug m-3,R
CT2,PM2.5,18/09/2018 00:45,,ug m-3,R
CT2,PM2.5,18/09/2018 01:00,,ug m-3,R
CT2,PM2.5,18/09/2018 01:15,,ug m-3,R
CT2,PM2.5,18/09/2018 01:30,,ug m-3,R
CT2,PM2.5,18/09/2018 01:45,,ug m-3,R
CT2,PM2.5,18/09/2018 02:00,,ug m-3,R
CT2,PM2.5,18/09/2018 02:15,,ug m-3,R
CT2,PM2.5,18/09/2018 02:30,,ug m-3,R
CT2,PM2.5,18/09/2018 02:45,,ug m-3,R
CT2,PM2.5,18/09/2018 03:00,,ug m-3,R
CT2,PM2.5,18/09/2018 03:15,,ug m-3,R
CT2,PM2.5,18/09/2018 03:30,,ug m-3,R
CT2,PM2.5,18/09/2018 03:45,,ug m-3,R
CT2,PM2.5,18/09/2018 04:00,,ug m-3,R
CT2,PM2.5,18/09/2018 04:15,,ug m-3,R
CT2,PM2.5,18/09/2018 04:30,,ug m-3,R
CT2,PM2.5,18/09/2018 04:45,,ug m-3,R
CT2,PM2.5,18/09/2018 05:00,,ug m-3,R
CT2,PM2.5,18/09/2018 05:15,,ug m-3,R
CT2,PM2.5,18/09/2018 05:30,,ug m-3,R
CT2,PM2.5,18/09/2018 05:45,,ug m-3,R
CT2,PM2.5,18/09/2018 06:00,,ug m-3,R
CT2,PM2.5,18/09/2018 06:15,,ug m-3,R
CT2,PM2.5,18/09/2018 06:30,,ug m-3,R
CT2,PM2.5,18/09/2018 06:45,,ug m-3,R
CT2,PM2.5,18/09/2018 07:00,,ug m-3,R
CT2,PM2.5,18/09/2018 07:15,,ug m-3,R
CT2,PM2.5,18/09/2018 07:30,,ug m-3,R
CT2,PM2.5,18/09/2018 07:45,,ug m-3,R
CT2,PM2.5,18/09/2018 08:00,,ug m-3,R
CT2,PM2.5,18/09/2018 08:15,,ug m-3,R
CT2,PM2.5,18/09/2018 08:30,,ug m-3,R
CT2,PM2.5,18/09/2018 08:45,,ug m-3,R
CT2,PM2.5,18/09/2018 09:00,,ug m-3,R
CT2,PM2.5,18/09/2018 09:15,,ug m-3,R
CT2,PM2.5,18/09/2018 09:30,,ug m-3,R
CT2,PM2.5,18/09/2018 09:45,,ug m-3,R
CT2,PM2.5,18/09/2018 10:00,,ug m-3,R
CT2,PM2.5,18/09/2018 10:15,,ug m-3,R
CT2,PM2.5,18/09/2018 10:30,,ug m-3,R
CT2,PM2.5,18/09/2018 10:45,,ug m-3,R
CT2,PM2.5,18/09/2018 11:00,,ug m-3,R
CT2,PM2.5,18/09/2018 11:15,,ug m-3,R
CT2,PM2.5,18/09/2018 11:30,,ug m-3,R
CT2,PM2.5,18/09/2018 11:45,,ug m-3,R
CT2,PM2.5,18/09/2018 12:00,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 12:15,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 12:30,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 12:45,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 13:00,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 13:15,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 13:30,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 13:45,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 14:00,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 14:15,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 14:30,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 14:45,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 15:00,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 15:15,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 15:30,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 15:45,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 16:00,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 16:15,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 16:30,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 16:45,12.00000,ug m-3,R
CT2,PM2.5,18/09/2018 17:00,19.00000,ug m-3,R
CT2,PM2.5,18/09/2018 17:15,19.00000,ug m-3,R
CT2,PM2.5,18/09/2018 17:30,19.00000,ug m-3,R
CT2,PM2.5,18/09/2018 17:45,19.00000,ug m-3,R
CT2,PM2.5,18/09/2018 18:00,16.00000,ug m-3,R
CT2,PM2.5,18/09/2018 18:15,16.00000,ug m-3,R
CT2,PM2.5,18/09/2018 18:30,16.00000,ug m-3,R
CT2,PM2.5,18/09/2018 18:45,16.00000,ug m-3,R
CT2,PM2.5,18/09/2018 19:00,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 19:15,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 19:30,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 19:45,13.00000,ug m-3,R
CT2,PM2.5,18/09/2018 20:00,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 20:15,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 20:30,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 20:45,11.00000,ug m-3,R
CT2,PM2.5,18/09/2018 21:00,,ug m-3,R
CT2,PM2.5,18/09/2018 21:15,,ug m-3,R
CT2,PM2.5,18/09/2018 21:30,,ug m-3,R
CT2,PM2.5,18/09/2018 21:45,,ug m-3,R
CT2,PM2.5,18/09/2018 22:00,,ug m-3,R
CT2,PM2.5,18/09/2018 22:15,,ug m-3,R
CT2,PM2.5,18/09/2018 22:30,,ug m-3,R
CT2,PM2.5,18/09/2018 22:45,,ug m-3,R
CT2,PM2.5,18/09/2018 23:00,,ug m-3,R
CT2,PM2.5,18/09/2018 23:15,,ug m-3,R
CT2,PM2.5,18/09/2018 23:30,,ug m-3,R
CT2,PM2.5,18/09/2018 23:45,,ug m-3,R
CT2,PM2.5,19/09/2018 00:00,,ug m-3,R
CT2,PM2.5,19/09/2018 00:15,,ug m-3,R
CT2,PM2.5,19/09/2018 00:30,,ug m-3,R
CT2,PM2.5,19/09/2018 00:45,,ug m-3,R
CT2,PM2.5,19/09/2018 01:00,,ug m-3,R
CT2,PM2.5,19/09/2018 01:15,,ug m-3,R
CT2,PM2.5,19/09/2018 01:30,,ug m-3,R
CT2,PM2.5,19/09/2018 01:45,,ug m-3,R
CT2,PM2.5,19/09/2018 02:00,,ug m-3,R
CT2,PM2.5,19/09/2018 02:15,,ug m-3,R
CT2,PM2.5,19/09/2018 02:30,,ug m-3,R
CT2,PM2.5,19/09/2018 02:45,,ug m-3,R
CT2,PM2.5,19/09/2018 03:00,,ug m-3,R
CT2,PM2.5,19/09/2018 03:15,,ug m-3,R
CT2,PM2.5,19/09/2018 03:30,,ug m-3,R
CT2,PM2.5,19/09/2018 03:45,,ug m-3,R
CT2,PM2.5,19/09/2018 04:00,,ug m-3,R
CT2,PM2.5,19/09/2018 04:15,,ug m-3,R
CT2,PM2.5,19/09/2018 04:30,,ug m-3,R
CT2,PM2.5,19/09/2018 04:45,,ug m-3,R
CT2,PM2.5,19/09/2018 05:00,,ug m-3,R
CT2,PM2.5,19/09/2018 05:15,,ug m-3,R
CT2,PM2.5,19/09/2018 05:30,,ug m-3,R
CT2,PM2.5,19/09/2018 05:45,,ug m-3,R
CT2,PM2.5,19/09/2018 06:00,,ug m-3,R
CT2,PM2.5,19/09/2018 06:15,,ug m-3,R
CT2,PM2.5,19/09/2018 06:30,,ug m-3,R
CT2,PM2.5,19/09/2018 06:45,,ug m-3,R
CT2,PM2.5,19/09/2018 07:00,,ug m-3,R
CT2,PM2.5,19/09/2018 07:15,,ug m-3,R
CT2,PM2.5,19/09/2018 07:30,,ug m-3,R
CT2,PM2.5,19/09/2018 07:45,,ug m-3,R
CT2,PM2.5,19/09/2018 08:00,,ug m-3,R
CT2,PM2.5,19/09/2018 08:15,,ug m-3,R
CT2,PM2.5,19/09/2018 08:30,,ug m-3,R
CT2,PM2.5,19/09/2018 08:45,,ug m-3,R
CT2,PM2.5,19/09/2018 09:00,,ug m-3,R
CT2,PM2.5,19/09/2018 09:15,,ug m-3,R
CT2,PM2.5,19/09/2018 09:30,,ug m-3,R
CT2,PM2.5,19/09/2018 09:45,,ug m-3,R
CT2,PM2.5,19/09/2018 10:00,,ug m-3,R
CT2,PM2.5,19/09/2018 10:15,,ug m-3,R
CT2,PM2.5,19/09/2018 10:30,,ug m-3,R
CT2,PM2.5,19/09/2018 10:45,,ug m-3,R
CT2,PM2.5,19/09/2018 11:00,,ug m-3,R
CT2,PM2.5,19/09/2018 11:15,,ug m-3,R
CT2,PM2.5,19/09/2018 11:30,,ug m-3,R
CT2,PM2.5,19/09/2018 11:45,,ug m-3,R
CT2,PM2.5,19/09/2018 12:00,,ug m-3,R
CT2,PM2.5,19/09/2018 12:15,,ug m-3,R
CT2,PM2.5,19/09/2018 12:30,,ug m-3,R
CT2,PM2.5,19/09/2018 12:45,,ug m-3,R
CT2,PM2.5,19/09/2018 13:00,,ug m-3,R
CT2,PM2.5,19/09/2018 13:15,,ug m-3,R
CT2,PM2.5,19/09/2018 13:30,,ug m-3,R
CT2,PM2.5,19/09/2018 13:45,,ug m-3,R
CT2,PM2.5,19/09/2018 14:00,,ug m-3,R
CT2,PM2.5,19/09/2018 14:15,,ug m-3,R
CT2,PM2.5,19/09/2018 14:30,,ug m-3,R
CT2,PM2.5,19/09/2018 14:45,,ug m-3,R
CT2,PM2.5,19/09/2018 15:00,,ug m-3,R
CT2,PM2.5,19/09/2018 15:15,,ug m-3,R
CT2,PM2.5,19/09/2018 15:30,,ug m-3,R
CT2,PM2.5,19/09/2018 15:45,,ug m-3,R
CT2,PM2.5,19/09/2018 16:00,,ug m-3,R
CT2,PM2.5,19/09/2018 16:15,,ug m-3,R
CT2,PM2.5,19/09/2018 16:30,,ug m-3,R
CT2,PM2.5,19/09/2018 16:45,,ug m-3,R
CT2,PM2.5,19/09/2018 17:00,,ug m-3,R
CT2,PM2.5,19/09/2018 17:15,,ug m-3,R
CT2,PM2.5,19/09/2018 17:30,,ug m-3,R
CT2,PM2.5,19/09/2018 17:45,,ug m-3,R
CT2,PM2.5,19/09/2018 18:00,,ug m-3,R
CT2,PM2.5,19/09/2018 18:15,,ug m-3,R
CT2,PM2.5,19/09/2018 18:30,,ug m-3,R
CT2,PM2.5,19/09/2018 18:45,,ug m-3,R
CT2,PM2.5,19/09/2018 19:00,,ug m-3,R
CT2,PM2.5,19/09/2018 19:15,,ug m-3,R
CT2,PM2.5,19/09/2018 19:30,,ug m-3,R
CT2,PM2.5,19/09/2018 19:45,,ug m-3,R
CT2,PM2.5,19/09/2018 20:00,,ug m-3,R
CT2,PM2.5,19/09/2018 20:15,,ug m-3,R
CT2,PM2.5,19/09/2018 20:30,,ug m-3,R
CT2,PM2.5,19/09/2018 20:45,,ug m-3,R
CT2,PM2.5,19/09/2018 21:00,,ug m-3,R
CT2,PM2.5,19/09/2018 21:15,,ug m-3,R
CT2,PM2.5,19/09/2018 21:30,,ug m-3,R
CT2,PM2.5,19/09/2018 21:45,,ug m-3,R
CT2,PM2.5,19/09/2018 22:00,,ug m-3,R
CT2,PM2.5,19/09/2018 22:15,,ug m-3,R
CT2,PM2.5,19/09/2018 22:30,,ug m-3,R
CT2,PM2.5,19/09/2018 22:45,,ug m-3,R
CT2,PM2.5,19/09/2018 23:00,,ug m-3,R
CT2,PM2.5,19/09/2018 23:15,,ug m-3,R
CT2,PM2.5,19/09/2018 23:30,,ug m-3,R
CT2,PM2.5,19/09/2018 23:45,,ug m-3,R
CT2,PM2.5,20/09/2018 00:00,,ug m-3,R
CT2,PM2.5,20/09/2018 00:15,,ug m-3,R
CT2,PM2.5,20/09/2018 00:30,,ug m-3,R
CT2,PM2.5,20/09/2018 00:45,,ug m-3,R
CT2,PM2.5,20/09/2018 01:00,,ug m-3,R
CT2,PM2.5,20/09/2018 01:15,,ug m-3,R
CT2,PM2.5,20/09/2018 01:30,,ug m-3,R
CT2,PM2.5,20/09/2018 01:45,,ug m-3,R
CT2,PM2.5,20/09/2018 02:00,,ug m-3,R
CT2,PM2.5,20/09/2018 02:15,,ug m-3,R
CT2,PM2.5,20/09/2018 02:30,,ug m-3,R
CT2,PM2.5,20/09/2018 02:45,,ug m-3,R
CT2,PM2.5,20/09/2018 03:00,,ug m-3,R
CT2,PM2.5,20/09/2018 03:15,,ug m-3,R
CT2,PM2.5,20/09/2018 03:30,,ug m-3,R
CT2,PM2.5,20/09/2018 03:45,,ug m-3,R
CT2,PM2.5,20/09/2018 04:00,,ug m-3,R
CT2,PM2.5,20/09/2018 04:15,,ug m-3,R
CT2,PM2.5,20/09/2018 04:30,,ug m-3,R
CT2,PM2.5,20/09/2018 04:45,,ug m-3,R
CT2,PM2.5,20/09/2018 05:00,,ug m-3,R
CT2,PM2.5,20/09/2018 05:15,,ug m-3,R
CT2,PM2.5,20/09/2018 05:30,,ug m-3,R
CT2,PM2.5,20/09/2018 05:45,,ug m-3,R
CT2,PM2.5,20/09/2018 06:00,,ug m-3,R
CT2,PM2.5,20/09/2018 06:15,,ug m-3,R
CT2,PM2.5,20/09/2018 06:30,,ug m-3,R
CT2,PM2.5,20/09/2018 06:45,,ug m-3,R
CT2,PM2.5,20/09/2018 07:00,,ug m-3,R
CT2,PM2.5,20/09/2018 07:15,,ug m-3,R
CT2,PM2.5,20/09/2018 07:30,,ug m-3,R
CT2,PM2.5,20/09/2018 07:45,,ug m-3,R
CT2,PM2.5,20/09/2018 08:00,2.00000,ug m-3,R
CT2,PM2.5,20/09/2018 08:15,2.00000,ug m-3,R
CT2,PM2.5,20/09/2018 08:30,2.00000,ug m-3,R
CT2,PM2.5,20/09/2018 08:45,2.00000,ug m-3,R
CT2,PM2.5,20/09/2018 09:00,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 09:15,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 09:30,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 09:45,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 10:00,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 10:15,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 10:30,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 10:45,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 11:00,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 11:15,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 11:30,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 11:45,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 12:00,13.00000,ug m-3,R
CT2,PM2.5,20/09/2018 12:15,13.00000,ug m-3,R
CT2,PM2.5,20/09/2018 12:30,13.00000,ug m-3,R
CT2,PM2.5,20/09/2018 12:45,13.00000,ug m-3,R
CT2,PM2.5,20/09/2018 13:00,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 13:15,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 13:30,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 13:45,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 14:00,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 14:15,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 14:30,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 14:45,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 15:00,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 15:15,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 15:30,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 15:45,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 16:00,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 16:15,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 16:30,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 16:45,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 17:00,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 17:15,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 17:30,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 17:45,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 18:00,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 18:15,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 18:30,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 18:45,11.00000,ug m-3,R
CT2,PM2.5,20/09/2018 19:00,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 19:15,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 19:30,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 19:45,10.00000,ug m-3,R
CT2,PM2.5,20/09/2018 20:00,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 20:15,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 20:30,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 20:45,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 21:00,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 21:15,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 21:30,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 21:45,6.00000,ug m-3,R
CT2,PM2.5,20/09/2018 22:00,12.00000,ug m-3,R
CT2,PM2.5,20/09/2018 22:15,12.00000,ug m-3,R
CT2,PM2.5,20/09/2018 22:30,12.00000,ug m-3,R
CT2,PM2.5,20/09/2018 22:45,12.00000,ug m-3,R
CT2,PM2.5,20/09/2018 23:00,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 23:15,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 23:30,8.00000,ug m-3,R
CT2,PM2.5,20/09/2018 23:45,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 00:00,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 00:15,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 00:30,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 00:45,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 01:00,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 01:15,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 01:30,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 01:45,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 02:00,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 02:15,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 02:30,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 02:45,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 03:00,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 03:15,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 03:30,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 03:45,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 04:00,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 04:15,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 04:30,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 04:45,3.00000,ug m-3,R
CT2,PM2.5,21/09/2018 05:00,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 05:15,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 05:30,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 05:45,5.00000,ug m-3,R
CT2,PM2.5,21/09/2018 06:00,4.00000,ug m-3,R
CT2,PM2.5,21/09/2018 06:15,4.00000,ug m-3,R
CT2,PM2.5,21/09/2018 06:30,4.00000,ug m-3,R
CT2,PM2.5,21/09/2018 06:45,4.00000,ug m-3,R
CT2,PM2.5,21/09/2018 07:00,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 07:15,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 07:30,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 07:45,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 08:00,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 08:15,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 08:30,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 08:45,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 09:00,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 09:15,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 09:30,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 09:45,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 10:00,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 10:15,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 10:30,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 10:45,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 11:00,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 11:15,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 11:30,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 11:45,6.00000,ug m-3,R
CT2,PM2.5,21/09/2018 12:00,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 12:15,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 12:30,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 12:45,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 13:00,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 13:15,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 13:30,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 13:45,7.00000,ug m-3,R
CT2,PM2.5,21/09/2018 14:00,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 14:15,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 14:30,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 14:45,8.00000,ug m-3,R
CT2,PM2.5,21/09/2018 15:00,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 15:15,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 15:30,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 15:45,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 16:00,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 16:15,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 16:30,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 16:45,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 17:00,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 17:15,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 17:30,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 17:45,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 18:00,14.00000,ug m-3,R
CT2,PM2.5,21/09/2018 18:15,14.00000,ug m-3,R
CT2,PM2.5,21/09/2018 18:30,14.00000,ug m-3,R
CT2,PM2.5,21/09/2018 18:45,14.00000,ug m-3,R
CT2,PM2.5,21/09/2018 19:00,13.00000,ug m-3,R
CT2,PM2.5,21/09/2018 19:15,13.00000,ug m-3,R
CT2,PM2.5,21/09/2018 19:30,13.00000,ug m-3,R
CT2,PM2.5,21/09/2018 19:45,13.00000,ug m-3,R
CT2,PM2.5,21/09/2018 20:00,11.00000,ug m-3,R
CT2,PM2.5,21/09/2018 20:15,11.00000,ug m-3,R
CT2,PM2.5,21/09/2018 20:30,11.00000,ug m-3,R
CT2,PM2.5,21/09/2018 20:45,11.00000,ug m-3,R
CT2,PM2.5,21/09/2018 21:00,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 21:15,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 21:30,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 21:45,12.00000,ug m-3,R
CT2,PM2.5,21/09/2018 22:00,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 22:15,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 22:30,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 22:45,10.00000,ug m-3,R
CT2,PM2.5,21/09/2018 23:00,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 23:15,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 23:30,9.00000,ug m-3,R
CT2,PM2.5,21/09/2018 23:45,9.00000,ug m-3,R
CT2,PM2.5,22/09/2018 00:00,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 00:15,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 00:30,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 00:45,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 01:00,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 01:15,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 01:30,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 01:45,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 02:00,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 02:15,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 02:30,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 02:45,10.00000,ug m-3,R
CT2,PM2.5,22/09/2018 03:00,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 03:15,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 03:30,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 03:45,6.00000,ug m-3,R
CT2,PM2.5,22/09/2018 04:00,7.00000,ug m-3,R
CT2,PM2.5,22/09/2018 04:15,7.00000,ug m-3,R
CT2,PM2.5,22/09/2018 04:30,7.00000,ug m-3,R
CT2,PM2.5,22/09/2018 04:45,7.00000,ug m-3,R
